Gm#,Date,,HomeTeam,AwayTeam,W/L,R,RA,Inn,HomeWL,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,HomeStreak,Orig. Scheduled,HomeGame,umpire-HP,umpire-1B,umpire-2B,umpire-3B,temperature,wind,weather,start_time,stadium,turf,Index,year
81,201906250,boxscore,BOS,CHW,W,6,3,,44-37,3, 8.0,Price,Ruiz,Workman,3:24,N,"34,740",++,,True,Lance Barrett,Roberto Ortiz,Mike Everitt,Bill Welke,72° F,13mph out to Centerfield,Cloudy,7:34 p.m. Local,Fenway Park,grass,1177,2019
80,201906250,boxscore,LAA,CIN,W,5,1,,40-40,4, 10.0,Heaney,Mahle,,2:56,N,"37,260",++,,True,Kerwin Danley,Pat Hoberg,Gerry Davis,Ramon De Jesus,65° F,8mph out to Rightfield,Overcast,7:08 p.m. Local,Angel Stadium of Anaheim,grass,1178,2019
78,201906250,boxscore,MIN,TBR,W,9,4,,51-27,1,up 8.5,Gibson,Snell,,3:03,N,"31,963",+,,True,Tom Hallion,Jeff Nelson,Adam Hamari,Todd Tichenor,82° F,14mph out to Rightfield,Cloudy,7:10 p.m. Local,Target Field,grass,1179,2019
80,201906250,boxscore,HOU,PIT,W,5,1,,50-30,1,up 6.5,Cole,Williams,,2:57,N,"37,193",++,,True,Mark Ripperger,Brennan Miller,Jeff Kellogg,Brian O'Nora,73° F,0mph,In Dome,7:10 p.m. Local,Minute Maid Park,grass,1180,2019
81,201906250,boxscore,ARI,LAD,L,2,3,,40-41,3, 15.0,Urias,Ray,Jansen,3:07,N,"27,927",-,,True,Mark Wegner,Alan Porter,Jim Reynolds,Stu Scheurwater,103° F,12mph out to Rightfield,Cloudy,6:40 p.m. Local,Chase Field,turf,1181,2019
79,201906250,boxscore,CLE,KCR,L,6,8,,43-36,2, 8.5,McCarthy,Hand,Kennedy,3:27,N,"21,766",-,,True,Rob Drake,Mike Muchlinski,Dan Iassogna,Tim Timmons,80° F,8mph from Left to Right,Sunny,7:11 p.m. Local,Progressive Field,grass,1182,2019
78,201906250,boxscore,SFG,COL,W,4,2,,34-44,5, 19.5,Bumgarner,Gonzalez,Smith,2:43,N,"31,458",+,,True,Jansen Visconti,Jordan Baker,Phil Cuzzi,Vic Carapazza,63° F,19mph out to Centerfield,Cloudy,6:45 p.m. Local,Oracle Park,grass,1183,2019
77,201906250,boxscore,MIA,WSN,L,1,6,,30-47,5, 15.5,Scherzer,Richards,,2:27,N,"7,327",-,,True,Mike Estabrook,Bruce Dreckman,John Libka,Paul Emmel,82° F,0mph,In Dome,7:10 p.m. Local,Marlins Park,grass,1184,2019
75,201906250,boxscore,DET,TEX,L,3,5,,26-49,4, 23.5,Chavez,Zimmermann,,2:47,N,"18,952",-----,,True,James Hoye,Mark Carlson,Tripp Gibson,Chris Segal,82° F,14mph from Right to Left,Cloudy,7:10 p.m. Local,Comerica Park,grass,1185,2019
82,201906260,boxscore,ARI,LAD,W,8,2,,41-41,3, 14.0,Clarke,Gonsolin,,3:01,D,"28,752",+,,True,Alan Porter,Jim Reynolds,Stu Scheurwater,Mark Wegner,75° F,0mph,In Dome,12:40 p.m. Local,Chase Field,turf,1186,2019
80,201906260,boxscore,PHI,NYM,W-wo,5,4,10,42-38,2, 5.5,Garcia,Nogosek,,3:21,N,"29,822",+++,,True,Eric Cooper,Ryan Blakney,Will Little,Joe West,90° F,9mph out to Centerfield,Sunny,7:06 p.m. Local,Citizens Bank Park,grass,1187,2019
81,201906260,boxscore,HOU,PIT,L,2,14,,50-31,1,up 5.5,Agrazal,Valdez,,3:17,N,"39,312",-,,True,Brennan Miller,Jeff Kellogg,Brian O'Nora,Mark Ripperger,73° F,0mph,In Dome,7:10 p.m. Local,Minute Maid Park,grass,1188,2019
79,201906260,boxscore,SFG,COL,L,3,6,,34-45,5, 19.5,Marquez,Samardzija,Davis,2:54,D,"33,765",-,,True,Jordan Baker,Phil Cuzzi,Vic Carapazza,Jansen Visconti,62° F,19mph out to Centerfield,Cloudy,12:45 p.m. Local,Oracle Park,grass,1189,2019
79,201906260,boxscore,STL,OAK,L,0,2,,40-39,3, 2.5,Mengden,Wainwright,Hendriks,2:46,N,"44,871",---,,True,Ron Kulpa,Jerry Meals,Tom Woodring,Gabe Morales,70° F,7mph out to Leftfield,Cloudy,6:41 p.m. Local,Busch Stadium III,grass,1190,2019
76,201906260,boxscore,DET,TEX,L,1,4,,26-50,4, 24.5,Minor,Boyd,,2:19,N,"19,732",------,,True,Mark Carlson,Tripp Gibson,Chris Segal,James Hoye,84° F,10mph out to Leftfield,Cloudy,7:10 p.m. Local,Comerica Park,grass,1191,2019
80,201906260,boxscore,CLE,KCR,W,5,3,,44-36,2, 8.5,Bauer,Junis,,2:49,D,"22,246",+,,True,Mike Muchlinski,Dan Iassogna,Tim Timmons,Rob Drake,76° F,12mph from Left to Right,Sunny,1:10 p.m. Local,Progressive Field,grass,1192,2019
80,201906260,boxscore,MIL,SEA,L,2,4,,42-38,2, 1.0,LeBlanc,Houser,Elias,3:11,N,"30,074",--,,True,Jim Wolf,Chad Whitson,Andy Fletcher,Sam Holbrook,81° F,9mph in from Rightfield,Sunny,7:10 p.m. Local,Miller Park,grass,1193,2019
81,201906260,boxscore,LAA,CIN,W,5,1,,41-40,4, 9.0,Bedrosian,Iglesias,,2:42,N,"35,272",+++,,True,Pat Hoberg,Gerry Davis,Ramon De Jesus,Kerwin Danley,73° F,9mph from Right to Left,Sunny,5:08 p.m. Local,Angel Stadium of Anaheim,grass,1194,2019
82,201906260,boxscore,BOS,CHW,L,7,8,,44-38,3, 9.0,Colome,Barnes,,3:39,D,"36,823",-,,True,Roberto Ortiz,Mike Everitt,Bill Welke,Lance Barrett,71° F,12mph from Right to Left,Cloudy,1:05 p.m. Local,Fenway Park,grass,1195,2019
78,201906260,boxscore,MIA,WSN,L,5,7,,30-48,5, 16.5,Corbin,Gallen,Doolittle,3:19,N,"6,276",--,,True,Bruce Dreckman,John Libka,Paul Emmel,Mike Estabrook,82° F,0mph,In Dome,7:10 p.m. Local,Marlins Park,grass,1196,2019
79,201906260,boxscore,MIN,TBR,W,6,4,,52-27,1,up 8.5,May,Morton,Rogers,2:57,N,"31,650",++,,True,Jeff Nelson,Adam Hamari,Todd Tichenor,Tom Hallion,84° F,6mph out to Leftfield,Sunny,7:11 p.m. Local,Target Field,grass,1197,2019
80,201906260,boxscore,BAL,SDP,L,5,10,,22-58,5, 30.0,Strahm,Bundy,Stammen,3:18,D,"13,408",---,,True,Angel Hernandez,Ed Hickox,Carlos Torres,Dana DeMuth,89° F,7mph out to Leftfield,Cloudy,3:07 p.m. Local,Oriole Park at Camden Yards,grass,1198,2019
80,201906260,boxscore,CHC,ATL,L,3,5,,43-37,1,up 1.0,Keuchel,Darvish,Minter,3:02,N,"38,017",--,,True,Ted Barrett,Nic Lentz,John Tumpane,Lance Barksdale,76° F,6mph in from Centerfield,Cloudy,7:05 p.m. Local,Wrigley Field,grass,1199,2019
80,201906260,boxscore,NYY,TOR,W-wo,8,7,,52-28,1,up 7.0,Britton,Kingham,,3:43,D,"40,578",+++,,True,Cory Blaser,Tony Randazzo,Laz Diaz,Chris Guccione,83° F,8mph out to Rightfield,Sunny,1:10 p.m. Local,Yankee Stadium III,grass,1200,2019
82,201906270,boxscore,HOU,PIT,L,0,10,,50-32,1,up 4.5,Musgrove,Peacock,,2:51,D,"38,943",--,,True,Jeff Kellogg,Brian O'Nora,Mark Ripperger,Brennan Miller,73° F,0mph,In Dome,1:10 p.m. Local,Minute Maid Park,grass,1201,2019
82,201906270,boxscore,LAA,OAK,W,8,3,,42-40,4, 8.0,Canning,Anderson,,2:46,N,"40,231",++++,,True,Phil Cuzzi,Jansen Visconti,Jeff Nelson,Jordan Baker,72° F,9mph out to Centerfield,Sunny,7:07 p.m. Local,Angel Stadium of Anaheim,grass,1202,2019
81,201906270,boxscore,PHI,NYM,W-wo,6,3,,43-38,2, 4.5,Hammer,Diaz,,3:24,D,"39,161",++++,,True,Ryan Blakney,Will Little,Joe West,Eric Cooper,89° F,11mph from Left to Right,Cloudy,1:07 p.m. Local,Citizens Bank Park,grass,1203,2019
80,201906270,boxscore,SFG,ARI,L,1,5,,34-46,5, 20.5,Young,Beede,,2:42,N,"30,790",--,,True,Dan Iassogna,Jeremie Rehak,Rob Drake,Mike Muchlinski,61° F,20mph out to Centerfield,Cloudy,6:45 p.m. Local,Oracle Park,grass,1204,2019
79,201906270,boxscore,MIA,WSN,L,5,8,,30-49,5, 16.5,Strasburg,Alcantara,,2:51,N,"7,751",---,,True,John Libka,Paul Emmel,Mike Estabrook,Bruce Dreckman,79° F,0mph,In Dome,7:10 p.m. Local,Marlins Park,grass,1205,2019
81,201906270,boxscore,CHC,ATL,W,9,7,,44-37,1,up 1.0,Chatwood,Tomlin,Kimbrel,3:02,D,"39,823",+,,True,Nic Lentz,John Tumpane,Lance Barksdale,Ted Barrett,81° F,9mph from Right to Left,Sunny,1:21 p.m. Local,Wrigley Field,grass,1206,2019
80,201906270,boxscore,MIN,TBR,L,2,5,18,52-28,1,up 8.0,Yarbrough,Harper,,5:42,D,"31,317",-,,True,Adam Hamari,Todd Tichenor,Tom Hallion,Sean Barber,71° F,7mph from Right to Left,Overcast,1:07 p.m. Local,Target Field,grass,1207,2019
77,201906270,boxscore,DET,TEX,L,1,3,,26-51,4, 24.5,Jurado,Turnbull,Kelley,2:52,D,"22,925",-------,,True,Tripp Gibson,Chris Segal,James Hoye,Mark Carlson,82° F,5mph from Right to Left,Cloudy,1:11 p.m. Local,Comerica Park,grass,1208,2019
81,201906270,boxscore,MIL,SEA,W,4,2,,43-38,2, 1.0,Anderson,Leake,Hader,2:34,D,"36,587",+,,True,Chad Whitson,Andy Fletcher,Sam Holbrook,Jim Wolf,81° F,10mph in from Leftfield,Sunny,1:10 p.m. Local,Miller Park,grass,1209,2019
81,201906270,boxscore,COL,LAD,L,8,12,,42-39,2, 13.0,Baez,Davis,,3:32,N,"47,452",-,,True,Tony Randazzo,Laz Diaz,Chris Guccione,Cory Blaser,93° F,3mph from Right to Left,Cloudy,6:41 p.m. Local,Coors Field,grass,1210,2019
79,201906280,boxscore,CIN,CHC,W,6,3,,37-42,5, 5.5,Gray,Hamels,Lorenzen,3:12,N,"36,919",+,,True,Stu Scheurwater,Mark Wegner,Alan Porter,Ryan Blakney,93° F,7mph from Left to Right,Cloudy,7:12 p.m. Local,Great American Ball Park,grass,1211,2019
78,201906280,boxscore,DET,WSN,L,1,3,,26-52,4, 24.5,Sanchez,Norris,Rodney,3:04,N,"20,877",--------,,True,Brian O'Nora,Mark Ripperger,Brennan Miller,Jim Reynolds,84° F,11mph from Left to Right,Cloudy,7:10 p.m. Local,Comerica Park,grass,1212,2019
83,201906280,boxscore,HOU,SEA,W-wo,2,1,10,51-32,1,up 4.5,Harris,Festa,,3:27,N,"32,828",+,,True,Jerry Meals,Tom Woodring,Gabe Morales,Ron Kulpa,73° F,0mph,In Dome,7:10 p.m. Local,Minute Maid Park,grass,1213,2019
81,201906280,boxscore,SDP,STL,W,3,1,,41-40,3, 13.5,Quantrill,Wacha,Yates,2:49,N,"33,329",+++,,True,Gerry Davis,Vic Carapazza,Kerwin Danley,Pat Hoberg,69° F,8mph from Left to Right,Cloudy,7:11 p.m. Local,Petco Park,grass,1214,2019
82,201906280,boxscore,COL,LAD,W,13,9,,43-39,2, 12.0,Senzatela,Ryu,,3:31,N,"46,065",+,,True,Laz Diaz,Chris Guccione,Cory Blaser,Tony Randazzo,92° F,5mph out to Leftfield,Cloudy,6:42 p.m. Local,Coors Field,grass,1215,2019
81,201906280,boxscore,BAL,CLE,W,13,0,,23-58,5, 29.5,Means,Clevinger,,2:56,N,"21,248",+,,True,Andy Fletcher,Will Little,Joe West,Eric Cooper,88° F,7mph out to Leftfield,Cloudy,7:06 p.m. Local,Oriole Park at Camden Yards,grass,1216,2019
82,201906280,boxscore,TOR,KCR,W,6,2,,30-52,4, 23.0,Hudson,Duffy,,2:47,N,"18,399",+,,True,Chris Segal,James Hoye,Mark Carlson,Tripp Gibson,68° F,0mph,In Dome,7:07 p.m. Local,Rogers Centre,turf,1217,2019
79,201906280,boxscore,CHW,MIN,W,6,4,,38-41,3, 13.0,Detwiler,Berrios,Colome,2:56,N,"28,218",++,,True,Manny Gonzalez,Sam Holbrook,Jim Wolf,Chad Whitson,87° F,8mph from Right to Left,Cloudy,7:10 p.m. Local,Guaranteed Rate Field,grass,1218,2019
83,201906280,boxscore,NYM,ATL,L,2,6,,37-46,4, 12.0,Soroka,deGrom,,2:55,N,"36,421",------,,True,Mike Everitt,Bill Welke,Lance Barrett,Roberto Ortiz,84° F,12mph out to Leftfield,Cloudy,7:13 p.m. Local,Citi Field,grass,1219,2019
82,201906280,boxscore,MIL,PIT,L,2,3,,43-39,2, 1.0,Vazquez,Jeffress,,3:00,N,"33,931",-,,True,Todd Tichenor,Tom Hallion,Sean Barber,Adam Hamari,75° F,5mph from Right to Left,Cloudy,7:10 p.m. Local,Miller Park,grass,1220,2019
81,201906280,boxscore,SFG,ARI,W,6,3,,35-46,5, 19.5,Anderson,Kelly,,3:07,N,"35,391",+,,True,Jeremie Rehak,Rob Drake,Mike Muchlinski,Dan Iassogna,63° F,19mph out to Centerfield,Cloudy,7:15 p.m. Local,Oracle Park,grass,1221,2019
80,201906280,boxscore,MIA,PHI,W,6,2,,31-49,5, 16.5,Hernandez,Velasquez,,2:56,N,"9,469",+,,True,John Tumpane,Lance Barksdale,Ted Barrett,Nic Lentz,77° F,0mph,In Dome,7:10 p.m. Local,Marlins Park,grass,1222,2019
82,201906280,boxscore,TBR,TEX,L,0,5,,46-36,2, 7.0,Lynn,Chirinos,,2:48,N,"13,955",-,,True,Paul Emmel,Mike Estabrook,Bruce Dreckman,John Libka,72° F,0mph,In Dome,7:10 p.m. Local,Tropicana Field,turf,1223,2019
83,201906280,boxscore,LAA,OAK,L,2,7,,42-41,4, 9.0,Fiers,Ramirez,,3:15,N,"41,913",-,,True,Jansen Visconti,Jeff Nelson,Jordan Baker,Phil Cuzzi,75° F,9mph out to Leftfield,Sunny,7:08 p.m. Local,Angel Stadium of Anaheim,grass,1224,2019
83,201906290,boxscore,MIL,PIT,W,3,1,,44-39,2, 1.0,Woodruff,Lyles,Hader,2:52,N,"37,821",+,,True,Tom Hallion,Sean Barber,Adam Hamari,Todd Tichenor,79° F,7mph in from Leftfield,Sunny,7:17 p.m. Local,Miller Park,grass,1225,2019
83,201906290,boxscore,TOR,KCR,W-wo,7,5,,31-52,4, 23.0,Hudson,Barlow,,3:22,D,"24,906",++,,True,James Hoye,Mark Carlson,Tripp Gibson,Chris Segal,80° F,11mph from Left to Right,Sunny,4:08 p.m. Local,Rogers Centre,turf,1226,2019
84,201906290,boxscore,HOU,SEA,W-wo,6,5,10,52-32,1,up 5.5,Devenski,Elias,,3:38,N,"35,082",++,,True,Tom Woodring,Gabe Morales,Ron Kulpa,Jerry Meals,73° F,0mph,In Dome,7:16 p.m. Local,Minute Maid Park,grass,1227,2019
84,201906290,boxscore,NYM,ATL,L,4,5,,37-47,4, 13.0,Newcomb,Lugo,Jackson,3:39,D,"40,809",-------,,True,Bill Welke,Lance Barrett,Roberto Ortiz,Mike Everitt,92° F,10mph out to Rightfield,Cloudy,4:32 p.m. Local,Citi Field,grass,1228,2019
80,201906290,boxscore,CIN,CHC,L,0,6,,37-43,5, 6.5,Quintana,Castillo,,3:00,D,"41,360",-,,True,Mark Wegner,Alan Porter,Ryan Blakney,Stu Scheurwater,91° F,8mph from Right to Left,Cloudy,4:11 p.m. Local,Great American Ball Park,grass,1229,2019
83,201906290,boxscore,TBR,TEX,W,5,2,,47-36,2, 7.0,McKay,Sampson,,2:56,D,"16,655",+,,True,Mike Estabrook,Bruce Dreckman,John Libka,Paul Emmel,72° F,0mph,In Dome,4:10 p.m. Local,Tropicana Field,turf,1230,2019
83,201906290,boxscore,BOS,NYY,L,13,17,,44-39,3, 10.0,Green,Wright,,4:42,N,"59,659",--,,True,Ed Hickox,Carlos Torres,Dana DeMuth,Angel Hernandez,92° F,0mph,Sunny,6:10 p.m. Local,London Stadium,turf,1231,2019
79,201906290,boxscore,DET,WSN,W,7,5,,27-52,4, 24.5,Alcantara,Rainey,Greene,3:13,D,"27,716",+,,True,Mark Ripperger,Brennan Miller,Jim Reynolds,Brian O'Nora,87° F,10mph from Left to Right,Cloudy,4:14 p.m. Local,Comerica Park,grass,1232,2019
84,201906290,boxscore,LAA,OAK,L,0,4,,42-42,4, 10.0,Anderson,Skaggs,,2:45,N,"41,447",--,,True,Jeff Nelson,Jordan Baker,Phil Cuzzi,Jansen Visconti,76° F,7mph out to Centerfield,Cloudy,7:08 p.m. Local,Angel Stadium of Anaheim,grass,1233,2019
81,201906290,boxscore,MIA,PHI,W,9,6,,32-49,5, 16.5,Garcia,Morgan,Romo,3:19,D,"14,774",++,,True,Lance Barksdale,Ted Barrett,Nic Lentz,John Tumpane,75° F,0mph,In Dome,4:10 p.m. Local,Marlins Park,grass,1234,2019
82,201906290,boxscore,SFG,ARI,L,3,4,,35-47,5, 19.5,Greinke,Dyson,Holland,3:18,N,"31,600",-,,True,Rob Drake,Mike Muchlinski,Dan Iassogna,Jeremie Rehak,63° F,16mph out to Centerfield,Cloudy,7:05 p.m. Local,Oracle Park,grass,1235,2019
82,201906290,boxscore,SDP,STL,W,12,2,,42-40,3, 12.5,Paddack,Hudson,,3:05,N,"44,407",++++,,True,Vic Carapazza,Kerwin Danley,Pat Hoberg,Gerry Davis,70° F,8mph from Left to Right,Cloudy,7:12 p.m. Local,Petco Park,grass,1236,2019
80,201906290,boxscore,CHW,MIN,L,3,10,,38-42,3, 14.0,Pineda,Nova,,3:14,D,"27,908",-,,True,Sam Holbrook,Jim Wolf,Chad Whitson,Manny Gonzalez,77° F,9mph out to Rightfield,Cloudy,3:12 p.m. Local,Guaranteed Rate Field,grass,1237,2019
82,201906290,boxscore,BAL,CLE,W,13,0,,24-58,5, 29.5,Cashner,Plesac,,2:57,D,"26,998",++,,True,Will Little,Joe West,Eric Cooper,Andy Fletcher,89° F,5mph out to Rightfield,Overcast,5:11 p.m. Local,Oriole Park at Camden Yards,grass,1238,2019
83,201906290,boxscore,COL,LAD,W,5,3,,44-39,2, 11.0,Gray,Kershaw,Davis,2:43,N,"48,101",++,,True,Chris Guccione,Cory Blaser,Tony Randazzo,Laz Diaz,93° F,3mph out to Leftfield,Cloudy,6:16 p.m. Local,Coors Field,grass,1239,2019
84,201906300,boxscore,TOR,KCR,L,6,7,,31-53,4, 24.0,Keller,Sanchez,Kennedy,3:09,D,"21,727",-,,True,Mark Carlson,Tripp Gibson,Chris Segal,James Hoye,72° F,12mph in from Centerfield,Cloudy,1:08 p.m. Local,Rogers Centre,turf,1240,2019
83,201906300,boxscore,BAL,CLE,L,0,2,,24-59,5, 30.5,Bieber,Ynoa,Hand,2:51,D,"20,048",-,,True,Joe West,Eric Cooper,Andy Fletcher,Will Little,87° F,10mph from Left to Right,Sunny,1:07 p.m. Local,Oriole Park at Camden Yards,grass,1241,2019
81,201906300,boxscore,CIN,CHC,W,8,6,,38-43,5, 5.5,DeSclafani,Lester,Iglesias,3:20,D,"31,165",+,,True,Alan Porter,Ryan Blakney,Stu Scheurwater,Mark Wegner,88° F,8mph from Left to Right,Cloudy,1:12 p.m. Local,Great American Ball Park,grass,1242,2019
84,201906300,boxscore,COL,LAD,L,5,10,,44-40,2, 12.0,Floro,Bettis,,4:01,D,"47,713",-,,True,Cory Blaser,Tony Randazzo,Laz Diaz,Chris Guccione,90° F,8mph in from Rightfield,Cloudy,1:14 p.m. Local,Coors Field,grass,1243,2019
84,201906300,boxscore,BOS,NYY,L,8,12,,44-40,3, 11.0,Ottavino,Walden,,4:24,D,"59,059",---,,True,Carlos Torres,Dana DeMuth,Angel Hernandez,Ed Hickox,75° F,12mph from Left to Right,Cloudy,3:10 p.m. Local,London Stadium,turf,1244,2019
84,201906300,boxscore,MIL,PIT,W,2,1,,45-39,1, Tied,Jeffress,Crick,Albers,3:40,D,"41,257",++,,True,Sean Barber,Adam Hamari,Todd Tichenor,Tom Hallion,78° F,0mph,In Dome,1:11 p.m. Local,Miller Park,grass,1245,2019
85,201906300,boxscore,NYM,ATL,W,8,5,,38-47,4, 12.0,Font,Newcomb,Diaz,3:27,N,"31,743",+,,True,Lance Barrett,Mike Everitt,Marvin Hudson,Roberto Ortiz,79° F,18mph in from Leftfield,Cloudy,7:08 p.m. Local,Citi Field,grass,1246,2019
80,201906300,boxscore,DET,WSN,L,1,2,,27-53,4, 24.5,Scherzer,Jimenez,Doolittle,2:53,D,"21,052",-,,True,Brennan Miller,Jim Reynolds,Brian O'Nora,Mark Ripperger,80° F,6mph from Left to Right,Sunny,1:10 p.m. Local,Comerica Park,grass,1247,2019
85,201906300,boxscore,HOU,SEA,W,6,1,,53-32,1,up 6.5,Cole,Gonzales,,2:52,D,"32,485",+++,,True,Gabe Morales,Ron Kulpa,Jerry Meals,Tom Woodring,73° F,0mph,In Dome,1:10 p.m. Local,Minute Maid Park,grass,1248,2019
83,201906300,boxscore,SDP,STL,L,3,5,11,42-41,3, 13.5,Martinez,Wieck,Leone,4:07,D,"32,575",-,,True,Kerwin Danley,Pat Hoberg,Gerry Davis,Vic Carapazza,80° F,11mph from Left to Right,Sunny,1:12 p.m. Local,Petco Park,grass,1249,2019
85,201906300,boxscore,LAA,OAK,L,3,12,,42-43,4, 11.0,Bassitt,Heaney,,3:18,D,"37,668",---,,True,Jordan Baker,Phil Cuzzi,Jansen Visconti,Jeff Nelson,84° F,8mph out to Centerfield,Sunny,1:07 p.m. Local,Angel Stadium of Anaheim,grass,1250,2019
84,201906300,boxscore,TBR,TEX,W,6,2,,48-36,2, 7.0,Snell,Chavez,,2:28,D,"11,234",++,,True,Bruce Dreckman,John Libka,Paul Emmel,Mike Estabrook,72° F,0mph,In Dome,1:10 p.m. Local,Tropicana Field,turf,1251,2019
83,201906300,boxscore,SFG,ARI,W,10,4,,36-47,5, 19.5,Bumgarner,Ray,,3:09,D,"31,778",+,,True,Mike Muchlinski,Dan Iassogna,Jeremie Rehak,Rob Drake,64° F,15mph out to Centerfield,Sunny,1:06 p.m. Local,Oracle Park,grass,1252,2019
82,201906300,boxscore,MIA,PHI,L,6,13,,32-50,5, 16.5,Arrieta,Richards,,3:36,D,"11,742",-,,True,Ted Barrett,Nic Lentz,John Tumpane,Lance Barksdale,78° F,0mph,In Dome,1:10 p.m. Local,Marlins Park,grass,1253,2019
81,201906300,boxscore,CHW,MIN,W,4,3,,39-42,3, 13.0,Giolito,Thorpe,Colome,2:47,D,"27,244",+,,True,Jim Wolf,Chad Whitson,Manny Gonzalez,Sam Holbrook,81° F,7mph in from Centerfield,Cloudy,1:10 p.m. Local,Guaranteed Rate Field,grass,1254,2019
83,201907010,boxscore,PIT,CHC,W,18,5,,40-43,4, 5.0,Williams,Alzolay,,3:15,N,"17,772",+,,True,Eric Cooper,Andy Fletcher,Will Little,Joe West,83° F,5mph out to Leftfield,Sunny,7:08 p.m. Local,PNC Park,grass,1255,2019
82,201907010,boxscore,CIN,MIL,L,6,8,,38-44,5, 6.5,Claudio,Hernandez,Jeffress,3:10,N,"16,186",-,,True,John Libka,Chad Fairchild,Mike Estabrook,Bruce Dreckman,91° F,7mph from Left to Right,Cloudy,7:11 p.m. Local,Great American Ball Park,grass,1256,2019
84,201907010,boxscore,SDP,SFG,L,2,13,,42-42,3, 14.0,Samardzija,Allen,,3:12,N,"25,274",--,,True,Ryan Blakney,Tony Randazzo,Jeff Nelson,Cory Blaser,71° F,9mph from Left to Right,Sunny,7:12 p.m. Local,Petco Park,grass,1257,2019
85,201907010,boxscore,TBR,BAL,W,6,3,,49-36,2, 6.5,Kolarek,Kline,Alvarado,3:11,N,"20,441",+++,,True,Nic Lentz,John Tumpane,Lance Barksdale,Ted Barrett,72° F,0mph,In Dome,7:10 p.m. Local,Tropicana Field,turf,1258,2019
85,201907010,boxscore,TOR,KCR,W,11,4,,32-53,4, 23.5,Richard,Sparkman,,2:32,D,"29,339",+,,True,Tripp Gibson,Chris Segal,Brennan Miller,Mark Carlson,70° F,7mph out to Centerfield,Sunny,1:21 p.m. Local,Rogers Centre,turf,1259,2019
86,201907020,boxscore,TOR,BOS,L,6,10,,32-54,4, 23.5,Price,Thornton,,3:18,N,"18,415",-,,True,David Rackley,Larry Vanover,Chad Whitson,Dan Bellino,72° F,4mph from Left to Right,Cloudy,7:09 p.m. Local,Rogers Centre,turf,1260,2019
83,201907020,boxscore,CIN,MIL,W-wo,5,4,11,39-44,5, 5.5,Iglesias,Burnes,,3:19,N,"15,105",+,,True,Chad Fairchild,Mike Estabrook,Bruce Dreckman,John Libka,83° F,7mph from Right to Left,Cloudy,7:10 p.m. Local,Great American Ball Park,grass,1261,2019
86,201907020,boxscore,TBR,BAL,W,6,3,,50-36,2, 5.5,Morton,Wojciechowski,,2:43,N,"20,925",++++,,True,John Tumpane,Lance Barksdale,Ted Barrett,Nic Lentz,72° F,0mph,In Dome,7:10 p.m. Local,Tropicana Field,turf,1262,2019
86,201907020,boxscore,NYM,NYY,W,4,2,,39-47,4, 11.0,Lugo,Ottavino,Diaz,3:11,N,"42,150",++,,True,Gary Cederstrom,Marvin Hudson,Quinn Wolcott,Ramon De Jesus,84° F,6mph in from Leftfield,Cloudy,7:11 p.m. Local,Citi Field,grass,1263,2019
89,201907020,boxscore,SEA,STL,W,5,4,,38-51,5, 17.5,Adams,Gallegos,Elias,3:18,N,"20,173",+,,True,Tim Timmons,Jeremie Rehak,Rob Drake,Mike Muchlinski,57° F,0mph,In Dome,7:10 p.m. Local,T-Mobile Park,grass,1264,2019
86,201907020,boxscore,KCR,CLE,L,5,9,,29-57,5, 25.0,Bauer,Junis,,3:22,N,"18,394",--,,True,Pat Hoberg,Gerry Davis,Brian Knight,Brennan Miller,90° F,8mph from Right to Left,Sunny,7:15 p.m. Local,Kauffman Stadium,grass,1265,2019
87,201907020,boxscore,LAD,ARI,W-wo,5,4,,58-29,1,up13.0,Garcia,Holland,,3:26,N,"52,969",++,,True,Hunter Wendelstedt,Vic Carapazza,Jordan Baker,Kerwin Danley,75° F,4mph out to Centerfield,Sunny,7:10 p.m. Local,Dodger Stadium,grass,1266,2019
85,201907020,boxscore,TEX,LAA,L,4,9,,46-39,3, 7.5,Cahill,Fairbanks,,4:12,N,"20,931",---,,True,Ron Kulpa,Marty Foster,Tom Woodring,Gabe Morales,90° F,10mph from Right to Left,Sunny,7:07 p.m. Local,Globe Life Park in Arlington,grass,1267,2019
85,201907020,boxscore,SDP,SFG,L,4,10,,42-43,3, 15.0,Beede,Strahm,,3:12,N,"24,007",---,,True,Tony Randazzo,Jeff Nelson,Cory Blaser,Ryan Blakney,69° F,10mph from Left to Right,Sunny,7:11 p.m. Local,Petco Park,grass,1268,2019
87,201907020,boxscore,OAK,MIN,W,8,6,,48-39,2, 6.5,Mengden,Odorizzi,Hendriks,3:20,N,"13,926",++++,,True,Mike Everitt,Roberto Ortiz,Lance Barrett,Alfonso Marquez,64° F,13mph out to Rightfield,Cloudy,7:08 p.m. Local,Oakland-Alameda County Coliseum,grass,1269,2019
86,201907020,boxscore,ATL,PHI,L,0,2,,50-36,1,up 4.5,Nola,Keuchel,Neris,2:48,N,"40,180",--,,True,D.J. Reyburn,Fieldin Culbreth,Paul Nauert,CB Bucknor,92° F,7mph from Right to Left,Cloudy,7:20 p.m. Local,SunTrust Park,grass,1270,2019
